"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Light Smiley","MSY","2018-01-02","MSY-214","Kerrobert","834.9","37.8","0.2","2.2","3.2","2.3","0.37","6.43","2.29","4.28","5.61","5.7","4.79","2.45","0.02","0.14","0.13","0.48","0.22","4.47","1.72","3.4","4.62","4.82","4.14","2.15","0.02","0.15","0.14","0.5","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-12-03","MSY-191","Kerrobert","841.1","36.6","0.35","2.6","4.7","7.6","0.32","5.95","2.41","3.99","5.2","5.37","4.85","2.35","0.02","0.08","0.09","0.22","0.19","4.11","1.8","3.15","4.25","4.51","4.16","2.05","0.02","0.08","0.09","0.23","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-11-01","MSY-252","Kerrobert","835.7","37.7","0.22","2.3","2.9","3.2","0.3","5.97","2.88","4.27","5.4","5.53","4.89","2.34","0.03","0.12","0.11","0.34","0.18","4.16","2.16","3.39","4.44","4.67","4.22","2.05","0.03","0.13","0.11","0.35","46.6","95.3","155.2","216.9","272.8","327.3","384.9","444.8","522.8","633","","",""
"Light Smiley","MSY","2017-10-02","MSY-243","Kerrobert","835.7","37.7","0.18","2.1","3","1.7","0.3","5.76","2.18","4.2","5.61","5.89","5.17","2.61","0.02","0.14","0.13","0.44","0.18","4.01","1.64","3.33","4.61","4.98","4.46","2.29","0.02","0.15","0.14","0.46","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-09-03","MSY-081","Kerrobert","836.3","37.5","0.19","2.2","3.1","2.1","0.33","6.32","2.61","4.71","5.99","6.12","5.16","2.53","0.03","0.14","0.13","0.46","0.2","4.4","1.96","3.74","4.92","5.17","4.45","2.22","0.03","0.15","0.14","0.48","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-08-05","MSY-206","Kerrobert","836.4","37.5","0.19","2.1","3","2.5","0.3","5.58","2.42","4.34","5.63","5.77","4.9","2.51","0.03","0.14","0.12","0.45","0.18","3.88","1.82","3.44","4.63","4.87","4.23","2.2","0.03","0.15","0.12","0.47","34.7","67.3","136.7","196.6","254.7","308.2","364.8","425.4","497.9","596.5","666.8","",""
"Light Smiley","MSY","2017-07-09","MSY-371","Kerrobert","836","37.6","0.17","2.1","2.8","1.9","0.27","4.82","2.97","4.65","5.7","5.81","4.94","2.37","0.04","0.14","0.12","0.42","0.16","3.36","2.23","3.69","4.69","4.91","4.26","2.08","0.04","0.15","0.12","0.44","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-06-04","MSY-144","Kerrobert","837.1","37.4","0.19","2.1","3.3","2.1","0.3","5.3","2.37","4.29","5.42","5.48","4.56","2.37","0.02","0.14","0.12","0.45","0.18","3.69","1.78","3.4","4.45","4.62","3.93","2.08","0.02","0.15","0.12","0.47","48.4","102.4","161.8","217.2","269.6","318.4","368.2","420.9","502.4","598.4","669.9","",""
"Light Smiley","MSY","2017-06-03","MSY-232","Kerrobert","838.3","37.1","0.18","2.1","3.4","2.1","0.27","4.85","2.49","4.51","5.61","5.64","4.63","2.4","0.03","0.14","0.13","0.46","0.16","3.37","1.87","3.57","4.6","4.75","3.98","2.1","0.03","0.15","0.14","0.48","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-05-05","MSY-088","Kerrobert","834.9","37.8","0.19","2.1","3.3","2.1","0.32","5.34","2.96","4.57","5.7","5.65","4.7","2.28","0.03","0.14","0.12","0.48","0.19","3.73","2.23","3.63","4.69","4.78","4.06","2","0.03","0.15","0.13","0.5","","","","","","","","","","","","",""
"Light Smiley","MSY","2017-05-02","MSY-120","Kerrobert","835.8","37.6","0.18","1.8","3","2","0.3","5.36","2.28","4.32","5.59","5.66","4.43","2.23","0.02","0.15","0.12","0.51","0.18","3.74","1.71","3.43","4.59","4.78","3.82","1.96","0.02","0.16","0.12","0.53","41.5","98.5","160.6","221.7","277.1","329.9","388.5","449.5","528.2","636.9","","",""
"Light Smiley","MSY","2017-04-12","MSY-273","Kerrobert","835.3","37.7","0.19","2.2","3.2","2","0.3","5.01","2.54","4.5","5.77","5.84","4.82","2.43","0.02","0.15","0.13","0.5","0.18","3.5","1.91","3.57","4.75","4.94","4.16","2.13","0.02","0.16","0.14","0.52","56.2","105.6","165.4","223.6","278.5","330","387.4","445.3","517.1","623.7","715.1","",""
"Light Smiley","MSY","2017-04-11","MSY-230","Kerrobert","837.3","37.3","0.2","2.2","3.3","2.2","0.27","4.64","2.4","4.38","5.73","5.82","4.84","2.44","0.02","0.15","0.13","0.49","0.16","3.23","1.8","3.47","4.7","4.91","4.17","2.14","0.02","0.16","0.14","0.51","","","","","","","","","","","","",""
