"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Pembina Light Sour","PLS","2012-10-02","PLS-483","Edmonton","828.7","39.1","0.59","2.1","6","15","0.38","4.27","2.75","5.67","7.45","7.36","4.45","2.86","0.38","1.09","0.23","1.54","0.23","3","2.09","4.54","6.18","6.28","3.88","2.53","0.41","1.15","0.24","1.61","50.2","81.6","125.7","171.2","220.2","275.1","330.3","393.9","462.7","558.2","633.6","",""
"Pembina Light Sour","PLS","2012-09-11","PLS-176","Edmonton","823.9","40.1","0.59","1.6","3","6","0.2","3.87","2.4","5.49","7.85","8.47","7.31","4.07","0.37","1.08","0.29","1.55","0.12","2.75","1.83","4.42","6.55","7.27","6.41","3.63","0.4","1.14","0.31","1.63","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2012-08-07","PLS-460","Edmonton","834.7","37.9","0.76","2.2","5","13","0.42","2.86","2.88","5.76","7.73","6.06","6.14","3.07","0.38","1.14","0.26","1.4","0.25","2","2.17","4.58","6.37","5.13","5.31","2.7","0.4","1.19","0.27","1.46","54.2","84.7","125.5","167.9","217","273.1","330.3","395.8","466.5","566.3","646.2","",""
"Pembina Light Sour","PLS","2012-06-05","PLS-430","Edmonton","819.8","41","0.4","1.3","3","7","0.39","4.59","2.95","5.55","7.42","7.48","6.04","3.1","0.29","0.87","0.24","1.23","0.24","3.27","2.26","4.49","6.23","6.45","5.32","2.77","0.31","0.93","0.26","1.3","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2012-03-06","PLS-385","Edmonton","836.5","37.5","0.68","1.8","3","9","0.43","1.47","2.55","5.69","7.93","8.4","6.38","3.41","0.41","1.18","0.3","1.6","0.25","1.03","1.92","4.51","6.52","7.1","5.5","2.99","0.43","1.23","0.31","1.66","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2012-02-07","PLS-370","Edmonton","824.4","40","0.67","2","4","10","0.26","3.58","2.21","5.64","8.65","9.62","7.87","3.98","0.4","1.3","0.34","1.87","0.16","2.53","1.69","4.54","7.21","8.24","6.89","3.54","0.43","1.37","0.36","1.97","35.7","76.8","112.4","158.5","207.8","263.4","318.5","380.8","449.1","539.4","608.4","698.4",""
"Pembina Light Sour","PLS","2012-01-12","PLS-357","Edmonton","824.3","40","0.66","1.7","2","6","0.38","3.82","2.75","5.89","7.91","8.09","6.26","2.92","0.4","1.08","0.26","1.47","0.23","2.7","2.1","4.74","6.6","6.93","5.48","2.6","0.43","1.14","0.27","1.55","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-12-05","PLS-338","Edmonton","824.7","40","0.67","1.9","5","16","0.38","4.7","2.85","5.97","8.02","8.11","6.32","2.75","0.42","1.17","0.27","1.58","0.23","3.32","2.17","4.8","6.69","6.95","5.53","2.45","0.45","1.24","0.29","1.66","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-10-04","PLS-301","Edmonton","825.7","39.7","0.78","2.3","5","14","0.38","6.12","2.65","5.26","6.94","7.01","5.31","2.21","0.38","1.01","0.26","1.34","0.23","4.32","2.02","4.23","5.78","6","4.64","1.96","0.41","1.07","0.27","1.41","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-09-04","PLS-283","Edmonton","831.2","38.6","0.83","2.3","8","23","0.3","3.84","2.21","4.95","7.38","8.12","6.82","3.29","0.37","1.1","0.3","1.56","0.18","2.7","1.67","3.96","6.11","6.91","5.93","2.91","0.39","1.15","0.31","1.63","71.9","96.1","145.4","188.9","233.7","281.9","338.2","406.5","485.2","611.5","","",""
"Pembina Light Sour","PLS","2011-08-01","PLS-664","Edmonton","827.9","39.2","0.77","1.9","9","22","0.61","4.7","2.82","5.53","7.23","7.21","5.47","2.34","0.42","1.12","0.26","1.49","0.36","3.31","2.14","4.43","6.01","6.16","4.77","2.07","0.45","1.18","0.27","1.56","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-07-01","PLS-676","Edmonton","828.1","39.2","0.54","1.8","5","8","0.39","4","2.64","5.73","7.94","8.32","6.63","2.94","0.4","1.17","0.29","1.64","0.23","2.83","2.01","4.6","6.6","7.1","5.78","2.61","0.43","1.23","0.31","1.72","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-06-07","PLS-664","Edmonton","826.7","39.5","0.82","1.7","2","6","0.36","4.3","2.37","5.41","7.49","7.83","6.29","3.12","0.39","1.03","0.27","1.49","0.22","3.03","1.8","4.34","6.23","6.69","5.49","2.77","0.42","1.09","0.28","1.56","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-05-09","PLS-645","Edmonton","828.5","39.1","0.84","2.3","7","18","0.35","4.32","2.39","5.47","7.87","8.67","7.25","3.56","0.4","1.16","0.31","1.72","0.21","3.04","1.81","4.38","6.53","7.39","6.31","3.15","0.43","1.22","0.33","1.8","57.9","86.6","132.2","175.1","225.1","277.8","332.6","398.1","471.8","582","683","",""
"Pembina Light Sour","PLS","2011-04-03","PLS-623","Edmonton","821.3","40.6","0.67","1.6","3","7","0.31","4.11","2.45","5.27","7.48","7.93","6.84","3.66","0.38","1.01","0.27","1.45","0.19","2.93","1.88","4.26","6.27","6.83","6.02","3.27","0.41","1.07","0.29","1.53","","","","","","","","","","","","",""
"Pembina Light Sour","PLS","2011-03-03","PLS-594","Edmonton","830.5","38.7","0.87","2.3","8","19","0.36","3.54","2.63","5.66","7.63","7.81","6.44","2.98","0.41","1.08","0.29","1.42","0.22","2.48","1.99","4.52","6.32","6.64","5.6","2.63","0.44","1.13","0.3","1.48","66.9","97.7","139.8","183.4","234","288.4","344.8","411.4","488","610","","",""
